taxon,type,namesake,fictional_universe,character_type,media_type,notes_wiki,kingdom,phylum,class,order,family,genus,species_gbif,scientificName,canonicalName,rank,status,extinct,author_gbif,final_year
Bokermannohyla sagarana,Frog,Sagarana,Sagarana,,Literature,"""honors the literary work ofJoão Guiramães Rosa[sic], a Brazilian novelist born in the 20th century.Sagaranawas his first published book in which he exposed his innovative language and its themes associated to theSertão(semiarid Brazilian backlands) life in the State ofMinas Gerais, Brazil [where the specimens were collected]. Sagarana is a vocabulary made up by the author with the elementssaga(common designation to prose narratives, historical or legendary, Nordic, written mainly in Iceland, in the 13th and 14th centuries), andrana(Tupisuffix that expresses similarity), meaning narratives similar to legends, sagas [...]. Sagarana is cited by its author as an example of the expressive strength of a neologism, as it is totally new, for any reader and not explained yet, virgin of sight and understanding. We appropriated the innovative features of a neologism to name the new species.""",Animalia,Chordata,Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla sagarana,"Bokermannohyla sagarana Leite, Pezzuti & Drummond, 2011",Bokermannohyla sagarana,SPECIES,ACCEPTED,False,"Leite, Pezzuti & Drummond",2011.0
Auplopus charlesi,Wasp,"Nick Charles,The Thin Man",The Thin Man,,Literature,"""Named in honor ofSamuel Dashiell Hammett(1894–1961), who was a well-known American author of hardboiled detective novels and short stories, and creator of the famous protagonist, Nick Charles.""",Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Auplopus,Auplopus charlesi,"Auplopus charlesi Waichert & Pitts, 2012",Auplopus charlesi,SPECIES,ACCEPTED,False,Waichert & Pitts,2012.0
Dipogon marlowei,Wasp,Philip Marlowe,Philip Marlowe series,,Literature,"""Named in honor ofRaymond Thornton Chandler(1888–1959), an American crime writer who greatly influenced the modern private eye story and created the famous protagonist, Philip Marlowe.""",Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Dipogon,Dipogon marlowei,"Dipogon marlowei Waichert & Pitts, 2012",Dipogon marlowei,SPECIES,ACCEPTED,False,Waichert & Pitts,2012.0
Priocnessus vancei,Wasp,Philo Vance,Philo Vance series,,Literature,"""Named in honor ofWillard Huntington Wright(1888–1939), an American crime writer who created the fictional detective, Philo Vance.""",Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Priocnessus,Priocnessus vancei,"Priocnessus vancei Waichert & Pitts, 2012",Priocnessus vancei,SPECIES,ACCEPTED,False,Waichert & Pitts,2012.0
Inconnivus billibunteri,Tanaid,Billy Bunter,Billy Bunter,,Literature,"This species, ""much less slender"" than its closest relatives, is ""named after William George (""Billy"") Bunter, a proportionately-fat schoolboy character in books written byCharles Hamiltonusing the pen-name Frank Richards.""",Animalia,Arthropoda,Malacostraca,Tanaidacea,Tanaellidae,Inconnivus,Inconnivus billibunteri,"Inconnivus billibunteri Błażewicz-Paszkowycz & Bamber, 2012",Inconnivus billibunteri,SPECIES,ACCEPTED,False,Błażewicz-Paszkowycz & Bamber,2012.0
Oileus gasparilomi,Bess beetle,"Gaspar Ilóm,Men of Maize",Men of Maize,,Literature,"""Named after Gaspar Ilóm, a native hero of the novel 'Men of Maize' byMiguel Ángel Asturias. The collection locality is called 'mountains of Ilóm'.""",Animalia,Arthropoda,Insecta,Coleoptera,Passalidae,Oileus,Oileus gasparilomi,"Oileus gasparilomi Cano & Schuster, 2012",Oileus gasparilomi,SPECIES,ACCEPTED,False,Cano & Schuster,2012.0
Magelona sinbadi,Segmented worm,Sinbad the Sailor,Sinbad the Sailor,,Literature,"""From the name Sinbad, the fictional sailor with Persian origins, referring to the region in which this species was first sampled.""",Animalia,Annelida,Polychaeta,,Magelonidae,Magelona,Magelona sinbadi,"Magelona sinbadi Mortimer, Cassà, Martin & Gil, 2012",Magelona sinbadi,SPECIES,ACCEPTED,False,"Mortimer, Cassà, Martin & Gil",2012.0
Ophryotrocha langstrumpae,Polychaete worm,"Pippi Longstocking,Pippi Longstocking(novel)",Pippi Longstocking,,Literature,"""Ophryotrocha langstrumpaesp. nov. has long antennae and palps resembling braids, and it is named after a famous braid-bearing girl, Pippi Longstocking, in children's books byAstrid Lindgren. In the original books inSwedish, she is called Pippi Långstrump.""",Animalia,Annelida,Polychaeta,Eunicida,Dorvilleidae,Ophryotrocha,Ophryotrocha langstrumpae,"Ophryotrocha langstrumpae Wiklund et al., 2012",Ophryotrocha langstrumpae,SPECIES,ACCEPTED,False,Wiklund et al.,2012.0
Calochaete cimrmanii,Cyanobacteria,Jára Cimrman,Jára Cimrman,,Literature,"""The species is named after the mythical Czech scientist, dramatist, poet, and writer Jára Cimrman.""",Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Leptobasaceae,Calochaete,Calochaete cimrmanii,"Calochaete cimrmanii Hauer, Bohunicka & Muhlsteinova, 2013",Calochaete cimrmanii,SPECIES,ACCEPTED,False,"Hauer, Bohunicka & Muhlsteinova",2013.0
Simlops jamesbondi,Spider,James Bond,James Bond,,Literature,"""The species is named after the famous fictional character James Bond because its provisory name in the PBI database, CR007, included Bond's code number (007).""",Animalia,Arthropoda,Arachnida,Araneae,Oonopidae,Simlops,Simlops jamesbondi,"Simlops jamesbondi Bonaldo, 2014",Simlops jamesbondi,SPECIES,ACCEPTED,False,Bonaldo,2014.0
Chimerella corleone,Glass frog,"Corleone family,The Godfather",The Godfather,,Literature,"""The specific name is a patronym for the Corleone family depicted inMario Puzo's novelThe Godfatherand thetrilogy of filmsdirected byFrancis Ford Coppola.""",Animalia,Chordata,Amphibia,Anura,Centrolenidae,Chimerella,Chimerella corleone,"Chimerella corleone Twomey, Delia & Castroviejo-Fisher, 2014",Chimerella corleone,SPECIES,ACCEPTED,False,"Twomey, Delia & Castroviejo-Fisher",2014.0
Hyorhinomys stuempkei,True mouse,"Harald Stümpke,The Snouters: Form and Life of the Rhinogrades",The Snouters: Form and Life of the Rhinogrades,,Literature,"""The species is named in honor of Gerolf Steiner, who used the pseudonym Harald Stümpke, to publish a small book (Bau und Leben der Rhinogradentia) commonly known in English asThe Snouters(Stümpke 1967).The Snoutersdescribes a fictional island radiation of mammals with extraordinary nasal and aural adaptations and seemingly anticipates the discovery ofH. stuempkei, with its large pink nose and long pinnae.""",Animalia,Chordata,Mammalia,Rodentia,Muridae,Hyorhinomys,Hyorhinomys stuempkei,"Hyorhinomys stuempkei Esselstyn, Achmadi, Handika & Rowe, 2015",Hyorhinomys stuempkei,SPECIES,ACCEPTED,False,"Esselstyn, Achmadi, Handika & Rowe",2015.0
